trade_id,symbol,side,entry_ts_ms,exit_ts_ms,entry_ts_utc,exit_ts_utc,entry_price,exit_price,stop_price,target_price,qty,hold_bars,exit_reason,gross_pnl,realized_pnl,fees,slippage_cost,funding,mae,mfe
46,ETHUSDT,long,1595523600000,1595566800000,2020-07-23T17:00:00+00:00,2020-07-24T05:00:00+00:00,280.33,270.53,270.53,309.14,0.02,12,stop,-0.19600000000000023,-0.20205946000000022,0.00605946,0.002999999999999545,0.0,-0.22319999999999937,0.0
47,ETHUSDT,long,1595700000000,1595811600000,2020-07-25T18:00:00+00:00,2020-07-27T01:00:00+00:00,297.06,325.62,287.34,325.62,0.02,31,target,0.5712,0.5643505200000001,0.006849480000000001,0.002999999999999545,0.0,-0.10360000000000014,0.5977999999999998
48,ETHUSDT,long,1596304800000,1596340800000,2020-08-01T18:00:00+00:00,2020-08-02T04:00:00+00:00,374.02,359.92,359.92,415.64,0.02,10,stop,-0.2819999999999993,-0.2900733399999993,0.00807334,0.0037999999999999545,0.0,-1.4403999999999997,0.8894000000000005
49,ETHUSDT,long,1597352400000,1597482000000,2020-08-13T21:00:00+00:00,2020-08-15T09:00:00+00:00,411.17,434.04,392.33,467.04,0.02,36,max_hold,0.4574000000000001,0.4481026900000001,0.009297310000000001,0.0042000000000007275,0.0,-0.007400000000000091,0.6898000000000002
50,ETHUSDT,short,1599310800000,1599440400000,2020-09-05T13:00:00+00:00,2020-09-07T01:00:00+00:00,336.35,356.2,362.58,258.34,0.02,36,max_hold,-0.39699999999999935,-0.40461804999999934,0.00761805,0.0033999999999991815,0.0,-0.4815999999999997,0.5798000000000002
51,ETHUSDT,long,1599937200000,1599994800000,2020-09-12T19:00:00+00:00,2020-09-13T11:00:00+00:00,383.08,372.69,372.69,413.54,0.02,16,stop,-0.20779999999999973,-0.21611346999999972,0.00831347,0.003999999999999773,0.0,-0.24159999999999968,0.1474000000000001
52,ETHUSDT,long,1600304400000,1600434000000,2020-09-17T01:00:00+00:00,2020-09-18T13:00:00+00:00,378.81,387.05,366.01,416.45,0.02,36,max_hold,0.1648000000000002,0.1563755400000002,0.008424460000000002,0.0037999999999999545,0.0,-0.0932000000000005,0.3051999999999998
53,ETHUSDT,short,1600606800000,1600686000000,2020-09-20T13:00:00+00:00,2020-09-21T11:00:00+00:00,371.8,353.08,378.31,353.08,0.02,22,target,0.37440000000000057,0.3664263200000006,0.00797368,0.0037999999999999545,0.0,-0.10799999999999954,0.4713999999999999
54,ETHUSDT,short,1601571600000,1601701200000,2020-10-01T17:00:00+00:00,2020-10-03T05:00:00+00:00,349.68,347.68,356.52,329.92,0.02,36,max_hold,0.04,0.03232904,0.007670960000000001,0.0036000000000001365,0.0,-0.09319999999999937,0.31340000000000034
55,ETHUSDT,long,1602000000000,1602007200000,2020-10-06T16:00:00+00:00,2020-10-06T18:00:00+00:00,351.42,345.57,345.57,368.26,0.02,2,stop,-0.11700000000000045,-0.12466689000000045,0.007666890000000001,0.0036000000000001365,0.0,-0.18840000000000032,0.011599999999999682
56,ETHUSDT,long,1602241200000,1602295200000,2020-10-09T11:00:00+00:00,2020-10-10T02:00:00+00:00,356.47,371.32,351.28,371.32,0.02,15,target,0.2969999999999993,0.2889943099999993,0.008005690000000001,0.0036000000000001365,0.0,-0.004600000000000364,0.4171999999999991
57,ETHUSDT,long,1602298800000,1602428400000,2020-10-10T03:00:00+00:00,2020-10-11T15:00:00+00:00,376.34,373.26,367.74,401.38,0.02,36,max_hold,-0.06159999999999968,-0.06984559999999969,0.0082456,0.0037999999999999545,0.0,-0.15479999999999905,0.047200000000000276
58,ETHUSDT,short,1602500400000,1602507600000,2020-10-12T11:00:00+00:00,2020-10-12T13:00:00+00:00,367.38,373.41,373.41,350.05,0.02,2,stop,-0.1206000000000006,-0.1287486900000006,0.00814869,0.0037999999999999545,0.0,-0.3698000000000002,0.0367999999999995
59,ETHUSDT,long,1602511200000,1602597600000,2020-10-12T14:00:00+00:00,2020-10-13T14:00:00+00:00,384.25,374.29,374.29,413.32,0.02,24,stop,-0.1991999999999996,-0.2075439399999996,0.008343940000000001,0.003999999999999773,0.0,-0.2,0.22360000000000013
60,ETHUSDT,short,1602824400000,1602954000000,2020-10-16T05:00:00+00:00,2020-10-17T17:00:00+00:00,368.74,366.64,375.03,350.63,0.02,36,max_hold,0.042000000000000454,0.03391082000000045,0.008089180000000001,0.0037999999999999545,0.0,-0.06860000000000013,0.16420000000000073
61,ETHUSDT,long,1603004400000,1603119600000,2020-10-18T07:00:00+00:00,2020-10-19T15:00:00+00:00,374.04,384.15,370.46,384.15,0.02,32,target,0.20219999999999913,0.19385990999999914,0.008340090000000001,0.0037999999999999545,0.0,-0.05080000000000041,0.20439999999999942
62,ETHUSDT,short,1603195200000,1603249200000,2020-10-20T12:00:00+00:00,2020-10-21T03:00:00+00:00,367.81,374.1,374.1,349.7,0.02,15,stop,-0.1258000000000004,-0.1339610100000004,0.00816101,0.0037999999999999545,0.0,-0.24139999999999986,0.025
63,ETHUSDT,short,1603605600000,1603728000000,2020-10-25T06:00:00+00:00,2020-10-26T16:00:00+00:00,406.47,384.47,414.08,384.47,0.02,34,target,0.44,0.43129966,0.00870034,0.004199999999999591,0.0,-0.09419999999999959,0.4578000000000009
