trade_id,symbol,side,entry_ts_ms,exit_ts_ms,entry_ts_utc,exit_ts_utc,entry_price,exit_price,stop_price,target_price,qty,hold_bars,exit_reason,gross_pnl,realized_pnl,fees,slippage_cost,funding,mae,mfe
300,SOLUSDT,long,1771070400000,1771182000000,2026-02-14T12:00:00+00:00,2026-02-15T19:00:00+00:00,87.27,85.41,85.41,92.66,0.1,31,stop,-0.18599999999999994,-0.19549739999999993,0.009497400000000001,0.0049999999999997165,0.0,-0.21299999999999955,0.3920000000000002
301,SOLUSDT,short,1771812000000,1771837200000,2026-02-23T02:00:00+00:00,2026-02-23T09:00:00+00:00,77.84,80.32,80.32,70.57,0.1,7,stop,-0.247999999999999,-0.256698799999999,0.008698800000000001,0.003999999999999205,0.0,-0.26400000000000007,0.07800000000000012
302,SOLUSDT,long,1771984800000,1772046000000,2026-02-25T02:00:00+00:00,2026-02-25T19:00:00+00:00,82.0,89.5,79.42,89.5,0.1,17,target,0.75,0.7405675,0.009432500000000002,0.0049999999999997165,0.0,-0.10699999999999932,0.7599999999999995
303,SOLUSDT,short,1772262000000,1772283600000,2026-02-28T07:00:00+00:00,2026-02-28T13:00:00+00:00,77.44,80.0,80.0,69.92,0.1,6,stop,-0.2560000000000002,-0.2646592000000002,0.0086592,0.0040000000000006255,0.0,-0.35100000000000053,0.03799999999999955
304,SOLUSDT,long,1772467200000,1772524800000,2026-03-02T16:00:00+00:00,2026-03-03T08:00:00+00:00,88.79,84.97,84.97,100.05,0.1,16,stop,-0.3820000000000008,-0.39155680000000076,0.0095568,0.005000000000001137,0.0,-0.4910000000000011,0.1529999999999987
305,SOLUSDT,long,1773363600000,1773468000000,2026-03-13T01:00:00+00:00,2026-03-14T06:00:00+00:00,89.79,87.11,87.11,97.66,0.1,29,stop,-0.2680000000000007,-0.2777295000000007,0.009729500000000002,0.005000000000001137,0.0,-0.2920000000000002,0.35899999999999893
306,SOLUSDT,long,1773615600000,1773745200000,2026-03-15T23:00:00+00:00,2026-03-17T11:00:00+00:00,92.67,93.51,90.2,99.91,0.1,36,max_hold,0.08400000000000035,0.07376010000000036,0.010239900000000001,0.0049999999999997165,0.0,-0.1519999999999996,0.49800000000000044
307,SOLUSDT,short,1774137600000,1774148400000,2026-03-22T00:00:00+00:00,2026-03-22T03:00:00+00:00,87.45,88.73,88.73,83.82,0.1,3,stop,-0.1280000000000001,-0.13768990000000011,0.009689900000000001,0.0049999999999997165,0.0,-0.16599999999999968,0.1269999999999996
308,SOLUSDT,long,1774267200000,1774270800000,2026-03-23T12:00:00+00:00,2026-03-23T13:00:00+00:00,88.79,91.04,87.97,91.04,0.1,1,target,0.225,0.21510935,0.00989065,0.005000000000001137,0.0,-0.05100000000000052,0.2659999999999997
309,SOLUSDT,short,1774609200000,1774738800000,2026-03-27T11:00:00+00:00,2026-03-28T23:00:00+00:00,82.88,82.73,85.19,76.14,0.1,36,max_hold,0.014999999999999148,0.005891449999999146,0.009108550000000002,0.005000000000001137,0.0,-0.14699999999999988,0.1280000000000001
310,SOLUSDT,short,1775394000000,1775401200000,2026-04-05T13:00:00+00:00,2026-04-05T15:00:00+00:00,78.91,79.97,79.97,75.89,0.1,2,stop,-0.10600000000000023,-0.11473840000000024,0.0087384,0.0040000000000006255,0.0,-0.14000000000000057,0.045999999999999375
311,SOLUSDT,long,1775750400000,1775880000000,2026-04-09T16:00:00+00:00,2026-04-11T04:00:00+00:00,83.75,84.35,82.14,88.33,0.1,36,max_hold,0.059999999999999436,0.05075449999999944,0.0092455,0.0049999999999997165,0.0,-0.11200000000000046,0.2180000000000007
312,SOLUSDT,short,1775959200000,1776088800000,2026-04-12T02:00:00+00:00,2026-04-13T14:00:00+00:00,82.2,83.58,84.49,75.5,0.1,36,max_hold,-0.13799999999999954,-0.14711789999999955,0.009117900000000002,0.0049999999999997165,0.0,-0.15900000000000036,0.09699999999999989
313,SOLUSDT,long,1776121200000,1776196800000,2026-04-13T23:00:00+00:00,2026-04-14T20:00:00+00:00,86.25,83.53,83.53,94.22,0.1,21,stop,-0.2719999999999999,-0.2813378999999999,0.0093379,0.0049999999999997165,0.0,-0.2890000000000001,0.13900000000000007
314,SOLUSDT,long,1776366000000,1776495600000,2026-04-16T19:00:00+00:00,2026-04-18T07:00:00+00:00,89.02,88.44,85.82,98.38,0.1,36,max_hold,-0.05799999999999983,-0.06776029999999983,0.0097603,0.0049999999999997165,0.0,-0.1759999999999991,0.1689999999999998
315,SOLUSDT,short,1777269600000,1777399200000,2026-04-27T06:00:00+00:00,2026-04-28T18:00:00+00:00,85.84,83.56,87.85,80.01,0.1,36,max_hold,0.22800000000000012,0.21868300000000013,0.009317000000000002,0.0049999999999997165,0.0,-0.014999999999999148,0.2930000000000007
316,SOLUSDT,long,1778263200000,1778392800000,2026-05-08T18:00:00+00:00,2026-05-10T06:00:00+00:00,91.66,93.28,89.81,97.02,0.1,36,max_hold,0.16200000000000048,0.15182830000000047,0.010171700000000002,0.0049999999999997165,0.0,-0.006000000000000227,0.25
317,SOLUSDT,long,1778436000000,1778443200000,2026-05-10T18:00:00+00:00,2026-05-10T20:00:00+00:00,96.51,94.39,94.39,102.72,0.1,2,stop,-0.21200000000000047,-0.22249950000000046,0.010499500000000002,0.005000000000001137,0.0,-0.31400000000000006,0.036999999999999034
318,SOLUSDT,short,1778925600000,1779055200000,2026-05-16T10:00:00+00:00,2026-05-17T22:00:00+00:00,85.92,86.87,87.5,81.41,0.1,36,max_hold,-0.09500000000000029,-0.10450345000000029,0.009503450000000002,0.0049999999999997165,0.0,-0.13299999999999984,0.0480000000000004
319,SOLUSDT,short,1779523200000,1779544800000,2026-05-23T08:00:00+00:00,2026-05-23T14:00:00+00:00,82.14,83.9,83.9,77.07,0.1,6,stop,-0.17600000000000052,-0.18513220000000052,0.0091322,0.0049999999999997165,0.0,-0.22900000000000065,0.05100000000000052
320,SOLUSDT,long,1779570000000,1779656400000,2026-05-23T21:00:00+00:00,2026-05-24T21:00:00+00:00,87.09,84.27,84.27,95.3,0.1,24,stop,-0.28200000000000075,-0.29142480000000076,0.0094248,0.0049999999999997165,0.0,-0.3469999999999999,0.042000000000000176
